Source,Target,Label
deer,muntjac,0.1
deer,country,0.1
deer,elk,0.1
deer,fur,0.1
antler,deer,0.15
antler,animal,0.1
antler,leg,0.1
antler,grass,0.1
antler,leave,0.1
antler,male,0.1
antler,horn,0.15
antler,branch,0.15
antler,female,0.1
antler,hind,0.1
antler,doe,0.1
antler,stag,0.1
antler,buck,0.1
antler,elk,0.1
antler,fur,0.1
antler,forest,0.1
antler,north,0.1
antler,america,0.1
branch,deer,0.15
branch,animal,0.1
branch,leg,0.1
branch,grass,0.1
branch,leave,0.1
branch,male,0.1
branch,antler,0.15
branch,horn,0.15
branch,female,0.1
branch,hind,0.1
branch,doe,0.1
branch,stag,0.1
branch,buck,0.1
branch,elk,0.1
branch,fur,0.1
branch,forest,0.1
branch,north,0.1
branch,america,0.1
forest,moose,0.1
forest,type,0.1
forest,deer,0.15
forest,horn,0.15
forest,nose,0.1
forest,north,0.15
forest,america,0.2
forest,northern,0.1
forest,europe,0.1
forest,asia,0.15
forest,panda,0.1
forest,china,0.1
forest,bamboo,0.1
forest,marmoset,0.1
forest,monkey,0.1
forest,south,0.15
forest,central,0.1
forest,eye,0.1
forest,fur,0.15
forest,tail,0.1
forest,hair,0.1
forest,nail,0.1
forest,gibbon,0.1
forest,ape,0.1
forest,arm,0.1
forest,tree,0.1
forest,elk,0.1
forest,antler,0.1
forest,branch,0.1
falcon,kestrel,0.1
falcon,type,0.1
falcon,bird,0.15
falcon,animal,0.15
falcon,wing,0.1
falcon,tail,0.1
firefly,insect,0.1
firefly,night,0.1
firefly,tail,0.1
flea,jumping,0.1
flea,insect,0.1
flea,blood,0.1
flea,animal,0.1
flea,human,0.1
jumping,toad,0.1
jumping,animal,0.15
jumping,frog,0.1
jumping,eye,0.1
jumping,back,0.1
jumping,leg,0.1
jumping,swimming,0.1
jumping,flea,0.1
jumping,insect,0.1
jumping,blood,0.1
jumping,human,0.1
blood,leech,0.1
blood,type,0.1
blood,worm,0.1
blood,place,0.1
blood,fasten,0.1
blood,body,0.1
blood,human,0.15
blood,animal,0.25
blood,reptile,0.1
blood,egg,0.1
blood,heat,0.1
blood,sun,0.1
blood,mosquito,0.1
blood,insect,0.15
blood,people,0.1
blood,flea,0.1
blood,jumping,0.1
human,food,0.1
human,provision,0.1
human,leech,0.1
human,type,0.1
human,worm,0.1
human,place,0.1
human,fasten,0.1
human,body,0.1
human,animal,0.2
human,blood,0.15
human,monkey,0.1
human,country,0.1
human,tail,0.1
human,tree,0.1
human,primate,0.1
human,group,0.1
human,flea,0.1
human,jumping,0.1
human,insect,0.1
ferret,animal,0.1
ferret,body,0.1
ferret,rabbit,0.1
goldfish,gold,0.1
goldfish,fish,0.1
goldfish,pet,0.1
goldfish,bowl,0.1
goldfish,garden,0.1
goldfish,pool,0.1
gold,goldfish,0.1
gold,fish,0.1
gold,pet,0.1
gold,bowl,0.1
gold,garden,0.1
gold,pool,0.1
bowl,goldfish,0.1
bowl,gold,0.1
bowl,fish,0.1
bowl,pet,0.1
bowl,garden,0.1
bowl,pool,0.1
garden,goldfish,0.1
garden,gold,0.1
garden,fish,0.1
garden,pet,0.1
garden,bowl,0.1
garden,pool,0.1
pool,goldfish,0.1
pool,gold,0.1
pool,fish,0.1
pool,pet,0.1
pool,bowl,0.1
pool,garden,0.1
gopher,animal,0.1
gopher,hole,0.1
gopher,ground,0.1
hole,jacquarding,0.1
hole,process,0.1
hole,muscle,0.1
hole,meat,0.1
hole,order,0.1
hole,needling,0.1
hole,whale,0.1
hole,sea,0.1
hole,mammal,0.1
hole,air,0.1
hole,top,0.1
hole,head,0.1
hole,gopher,0.1
hole,animal,0.1
hole,ground,0.1
gibbon,ape,0.1
gibbon,arm,0.1
gibbon,tree,0.1
gibbon,forest,0.1
gibbon,south,0.1
gibbon,asia,0.1
ape,chimpanzee,0.1
ape,fur,0.1
ape,gorilla,0.1
ape,western,0.1
ape,africa,0.1
ape,animal,0.1
ape,monkey,0.1
ape,tail,0.1
ape,arm,0.15
ape,tree,0.15
ape,gibbon,0.1
ape,forest,0.1
ape,south,0.1
ape,asia,0.1
arm,worm,0.1
arm,animal,0.15
arm,body,0.15
arm,leg,0.1
arm,bone,0.1
arm,octopus,0.1
arm,sea,0.1
arm,creature,0.1
arm,oval,0.1
arm,tentacle,0.1
arm,part,0.1
arm,ape,0.15
arm,monkey,0.1
arm,tail,0.1
arm,tree,0.15
arm,gibbon,0.1
arm,forest,0.1
arm,south,0.1
arm,asia,0.1
tree,koala,0.1
tree,mammal,0.1
tree,fur,0.2
tree,eucalyptus,0.1
tree,leave,0.1
tree,possum,0.1
tree,marsupial,0.1
tree,australia,0.1
tree,new,0.1
tree,zealand,0.1
tree,nose,0.1
tree,tail,0.25
tree,squirrel,0.1
tree,animal,0.2
tree,climb,0.1
tree,nut,0.1
tree,seed,0.1
tree,monkey,0.15
tree,country,0.1
tree,primate,0.1
tree,group,0.1
tree,human,0.1
tree,ape,0.15
tree,arm,0.15
tree,gibbon,0.1
tree,forest,0.1
tree,south,0.1
tree,asia,0.1
halibut,sea,0.1
halibut,fish,0.1
herring,kipper,0.1
herring,butterfly,0.1
herring,fashion,0.1
herring,tail,0.1
herring,head,0.1
herring,silver,0.1
herring,fish,0.1
herring,group,0.1
herring,sea,0.1
herring,flesh,0.1
herring,food,0.1
silver,herring,0.1
silver,fish,0.1
silver,group,0.1
silver,sea,0.1
silver,flesh,0.1
silver,food,0.1
flesh,lobster,0.1
flesh,animal,0.2
flesh,sea,0.2
flesh,body,0.15
flesh,shell,0.15
flesh,claw,0.1
flesh,leg,0.15
flesh,food,0.25
flesh,camel,0.1
flesh,neck,0.1
flesh,desert,0.1
flesh,hump,0.1
flesh,area,0.1
flesh,back,0.1
flesh,fish,0.15
flesh,water,0.1
flesh,scale,0.1
flesh,breathe,0.1
flesh,mouth,0.1
flesh,crab,0.1
flesh,creature,0.1
flesh,pair,0.1
flesh,herring,0.1
flesh,silver,0.1
flesh,group,0.1
haddock,fish,0.1
haddock,north,0.1
haddock,atlantic,0.1
haddock,ocean,0.1
atlantic,haddock,0.1
atlantic,fish,0.1
atlantic,north,0.1
atlantic,ocean,0.1
ocean,haddock,0.1
ocean,fish,0.1
ocean,north,0.1
ocean,atlantic,0.1
horse,donkey,0.1
horse,animal,0.2
horse,ear,0.1
horse,zebra,0.1
horse,line,0.1
horse,body,0.1
horse,horsefly,0.1
horse,insect,0.1
horse,bite,0.1
horse,cattle,0.1
horse,people,0.15
horse,leg,0.1
horse,thing,0.1
horse,vehicle,0.1
vehicle,horse,0.1
vehicle,animal,0.1
vehicle,leg,0.1
vehicle,people,0.1
vehicle,thing,0.1
housefly,fly,0.1
housefly,house,0.1
fly,maggot,0.1
fly,creature,0.1
fly,worm,0.1
fly,meat,0.1
fly,food,0.1
fly,housefly,0.1
fly,house,0.1
house,housefly,0.1
house,fly,0.1
heron,bird,0.1
heron,leg,0.1
heron,neck,0.1
heron,feather,0.1
heron,water,0.1
feather,raven,0.1
feather,bird,0.35
feather,crow,0.1
feather,family,0.1
feather,kiwi,0.1
feather,new,0.1
feather,zealand,0.1
feather,beak,0.2
feather,hair,0.1
feather,symbol,0.1
feather,flamingo,0.1
feather,leg,0.15
feather,neck,0.15
feather,creature,0.1
feather,wing,0.15
feather,hoopoe,0.1
feather,orange,0.1
feather,africa,0.1
feather,asia,0.1
feather,europe,0.1
feather,curve,0.1
feather,crest,0.1
feather,head,0.1
feather,tail,0.1
feather,heron,0.1
feather,water,0.1
water,parboiling,0.1
water,process,0.25
water,food,0.2
water,boiling,0.15
water,item,0.1
water,way,0.1
water,infusion,0.1
water,chemical,0.1
water,compound,0.1
water,flavor,0.1
water,vegetable,0.15
water,oil,0.1
water,alcohol,0.1
water,material,0.1
water,liquid,0.1
water,time,0.1
water,brining,0.1
water,meat,0.15
water,brine,0.1
water,cooking,0.15
water,marination,0.1
water,moment,0.1
water,fruit,0.1
water,hippopotamus,0.1
water,animal,0.25
water,leg,0.25
water,skin,0.25
water,africa,0.1
water,ibis,0.1
water,bird,0.25
water,beak,0.15
water,frog,0.1
water,land,0.15
water,place,0.1
water,tail,0.1
water,brown,0.1
water,colour,0.1
water,fish,0.1
water,scale,0.1
water,breathe,0.1
water,mouth,0.1
water,flesh,0.1
water,salamander,0.1
water,lizard,0.1
water,goose,0.1
water,duck,0.15
water,foot,0.1
water,toe,0.1
water,neck,0.15
water,heron,0.1
water,feather,0.1
hoopoe,orange,0.1
hoopoe,bird,0.1
hoopoe,africa,0.1
hoopoe,asia,0.1
hoopoe,europe,0.1
hoopoe,beak,0.1
hoopoe,curve,0.1
hoopoe,crest,0.1
hoopoe,feather,0.1
hoopoe,head,0.1
hoopoe,wing,0.1
hoopoe,tail,0.1
beak,kiwi,0.1
beak,new,0.1
beak,zealand,0.1
beak,bird,0.45
beak,feather,0.2
beak,hair,0.1
beak,symbol,0.1
beak,ibis,0.1
beak,leg,0.15
beak,water,0.15
beak,food,0.15
beak,swordfish,0.1
beak,fish,0.1
beak,part,0.1
beak,front,0.1
beak,head,0.15
beak,flamingo,0.1
beak,neck,0.15
beak,platypus,0.1
beak,river,0.1
beak,egg,0.1
beak,duck,0.1
beak,foot,0.1
beak,skin,0.1
beak,toe,0.1
beak,eagle,0.1
beak,meat,0.1
beak,parrot,0.1
beak,pet,0.1
beak,voice,0.1
beak,hornbill,0.1
beak,area,0.1
beak,hoopoe,0.1
beak,orange,0.1
beak,africa,0.1
beak,asia,0.1
beak,europe,0.1
beak,curve,0.1
beak,crest,0.1
beak,wing,0.1
beak,tail,0.1
curve,hoopoe,0.1
curve,orange,0.1
curve,bird,0.1
curve,africa,0.1
curve,asia,0.1
curve,europe,0.1
curve,beak,0.1
curve,crest,0.1
curve,feather,0.1
curve,head,0.1
curve,wing,0.1
curve,tail,0.1
crest,hoopoe,0.1
crest,orange,0.1
crest,bird,0.1
crest,africa,0.1
crest,asia,0.1
crest,europe,0.1
crest,beak,0.1
crest,curve,0.1
crest,feather,0.1
crest,head,0.1
crest,wing,0.1
crest,tail,0.1
hornbill,bird,0.1
hornbill,beak,0.1
hornbill,area,0.1
area,camel,0.1
area,animal,0.1
area,neck,0.1
area,desert,0.1
area,hump,0.1
area,flesh,0.1
area,back,0.1
area,marmot,0.1
area,type,0.1
area,squirrel,0.1
area,mountain,0.1
area,europe,0.1
area,north,0.1
area,america,0.1
area,northwest,0.1
area,asia,0.1
area,pakistan,0.1
area,india,0.1
area,hornbill,0.1
area,bird,0.1
area,beak,0.1
horsefly,insect,0.1
horsefly,bite,0.1
horsefly,horse,0.1
horsefly,cattle,0.1
horsefly,people,0.1
bite,horsefly,0.1
bite,insect,0.1
bite,horse,0.1
bite,cattle,0.1
bite,people,0.1
jackal,animal,0.1
jackal,dog,0.1
jackal,africa,0.1
jackal,asia,0.1
jackal,other,0.1
other,jackal,0.1
other,animal,0.1
other,dog,0.1
other,africa,0.1
other,asia,0.1
lizard,iguana,0.1
lizard,greyish,0.1
lizard,tropical,0.1
lizard,america,0.1
lizard,salamander,0.1
lizard,animal,0.1
lizard,skin,0.15
lizard,land,0.1
lizard,water,0.1
lizard,gecko,0.1
lizard,foot,0.1
lizard,country,0.1
lizard,reptile,0.1
lizard,body,0.1
lizard,leg,0.1
lizard,tail,0.1
reptile,crocodile,0.15
reptile,skin,0.2
reptile,river,0.15
reptile,lake,0.15
reptile,part,0.15
reptile,world,0.1
reptile,alligator,0.15
reptile,nose,0.15
reptile,america,0.1
reptile,china,0.1
reptile,animal,0.1
reptile,egg,0.1
reptile,heat,0.1
reptile,sun,0.1
reptile,blood,0.1
reptile,lizard,0.1
reptile,body,0.1
reptile,leg,0.1
reptile,tail,0.1
skin,zest,0.1
skin,part,0.2
skin,oil,0.1
skin,aroma,0.1
skin,flavor,0.1
skin,fruit,0.1
skin,hippopotamus,0.1
skin,animal,0.25
skin,leg,0.2
skin,water,0.25
skin,africa,0.15
skin,frog,0.1
skin,land,0.15
skin,place,0.1
skin,tail,0.15
skin,brown,0.1
skin,colour,0.1
skin,salamander,0.1
skin,lizard,0.15
skin,duck,0.1
skin,bird,0.1
skin,foot,0.1
skin,toe,0.1
skin,neck,0.1
skin,beak,0.1
skin,crocodile,0.15
skin,reptile,0.2
skin,river,0.15
skin,lake,0.15
skin,world,0.1
skin,alligator,0.15
skin,nose,0.15
skin,america,0.1
skin,china,0.1
skin,cobra,0.1
skin,snake,0.1
skin,asia,0.1
skin,back,0.1
skin,head,0.1
skin,sheep,0.1
skin,farm,0.1
skin,wool,0.1
skin,grass,0.1
skin,meat,0.1
skin,body,0.1
lynx,animal,0.1
lynx,cat,0.1
lynx,family,0.1
lynx,hair,0.1
lynx,spot,0.1
lynx,ear,0.1
lynx,tail,0.1
spot,ladybug,0.1
spot,beetle,0.1
spot,cheetah,0.1
spot,animal,0.15
spot,cat,0.2
spot,family,0.15
spot,fur,0.2
spot,leopard,0.1
spot,africa,0.1
spot,southern,0.1
spot,asia,0.1
spot,dalmatian,0.1
spot,dog,0.1
spot,lynx,0.1
spot,hair,0.1
spot,ear,0.1
spot,tail,0.1
macaque,monkey,0.1
macaque,africa,0.1
macaque,asia,0.1
macaque,face,0.1
macaque,space,0.1
macaque,cheek,0.1
macaque,food,0.1
space,hamster,0.1
space,animal,0.1
space,fur,0.1
space,tail,0.1
space,side,0.1
space,mouth,0.1
space,food,0.15
space,pet,0.1
space,macaque,0.1
space,monkey,0.1
space,africa,0.1
space,asia,0.1
space,face,0.1
space,cheek,0.1
cheek,macaque,0.1
cheek,monkey,0.1
cheek,africa,0.1
cheek,asia,0.1
cheek,face,0.1
cheek,space,0.1
cheek,food,0.1
mallard,duck,0.1
mallard,europe,0.1
mallard,north,0.1
mallard,america,0.1
duck,confit,0.1
duck,meat,0.15
duck,fat,0.1
duck,goose,0.1
duck,water,0.15
duck,bird,0.15
duck,foot,0.1
duck,skin,0.1
duck,toe,0.1
duck,neck,0.1
duck,beak,0.1
duck,mallard,0.1
duck,europe,0.1
duck,north,0.1
duck,america,0.1
marmoset,monkey,0.1
marmoset,forest,0.1
marmoset,south,0.1
marmoset,central,0.1
marmoset,america,0.1
marmoset,eye,0.1
marmoset,fur,0.1
marmoset,tail,0.1
marmoset,hair,0.1
marmoset,nail,0.1
eye,toad,0.1
eye,animal,0.1
eye,frog,0.1
eye,back,0.1
eye,leg,0.1
eye,swimming,0.1
eye,jumping,0.1
eye,marmoset,0.1
eye,monkey,0.1
eye,forest,0.1
eye,south,0.1
eye,central,0.1
eye,america,0.1
eye,fur,0.1
eye,tail,0.1
eye,hair,0.1
eye,nail,0.1
nail,marmoset,0.1
nail,monkey,0.1
nail,forest,0.1
nail,south,0.1
nail,central,0.1
nail,america,0.1
nail,eye,0.1
nail,fur,0.1
nail,tail,0.1
nail,hair,0.1
mole,mammal,0.1
mole,fur,0.1
mole,passage,0.1
mammal,koala,0.1
mammal,fur,0.3
mammal,eucalyptus,0.1
mammal,tree,0.1
mammal,leave,0.1
mammal,kangaroo,0.1
mammal,tail,0.2
mammal,leg,0.1
mammal,back,0.1
mammal,fox,0.1
mammal,dog,0.1
mammal,family,0.1
mammal,face,0.15
mammal,ear,0.1
mammal,dolphin,0.1
mammal,sea,0.2
mammal,mouth,0.1
mammal,elephant,0.1
mammal,trunk,0.1
mammal,nose,0.1
mammal,thing,0.1
mammal,whale,0.1
mammal,air,0.1
mammal,hole,0.1
mammal,top,0.1
mammal,head,0.1
mammal,mouse,0.1
mammal,seal,0.1
mammal,fish,0.1
mammal,land,0.1
mammal,ice,0.1
mammal,bear,0.1
mammal,coat,0.1
mammal,part,0.1
mammal,europe,0.1
mammal,asia,0.1
mammal,north,0.1
mammal,america,0.1
mammal,mole,0.1
mammal,passage,0.1
passage,mole,0.1
passage,mammal,0.1
passage,fur,0.1
mongrel,dog,0.1
mongrel,parent,0.1
mongrel,breed,0.1
parent,mongrel,0.1
parent,dog,0.1
parent,breed,0.1
breed,collie,0.1
breed,dog,0.15
breed,hair,0.1
breed,sheep,0.1
breed,mongrel,0.1
breed,parent,0.1
mosquito,insect,0.1
mosquito,people,0.1
mosquito,animal,0.1
mosquito,blood,0.1
muntjac,type,0.1
muntjac,deer,0.1
muntjac,asia,0.1
muntjac,country,0.1
country,gecko,0.1
country,lizard,0.1
country,foot,0.1
country,monkey,0.1
country,animal,0.1
country,tail,0.1
country,tree,0.1
country,primate,0.1
country,group,0.1
country,human,0.1
country,cicada,0.1
country,insect,0.1
country,sound,0.1
country,muntjac,0.1
country,type,0.1
country,deer,0.1
country,asia,0.1
maggot,creature,0.1
maggot,worm,0.1
maggot,meat,0.1
maggot,food,0.1
maggot,fly,0.1
worm,leech,0.1
worm,type,0.1
worm,place,0.1
worm,fasten,0.1
worm,body,0.15
worm,human,0.1
worm,animal,0.15
worm,blood,0.1
worm,arm,0.1
worm,leg,0.1
worm,bone,0.1
worm,maggot,0.1
worm,creature,0.1
worm,meat,0.1
worm,food,0.1
worm,fly,0.1
marmot,type,0.1
marmot,squirrel,0.1
marmot,mountain,0.1
marmot,area,0.1
marmot,europe,0.1
marmot,north,0.1
marmot,america,0.1
marmot,northwest,0.1
marmot,asia,0.1
marmot,pakistan,0.1
marmot,india,0.1
squirrel,animal,0.1
squirrel,fur,0.1
squirrel,tail,0.1
squirrel,climb,0.1
squirrel,tree,0.1
squirrel,nut,0.1
squirrel,seed,0.1
squirrel,marmot,0.1
squirrel,type,0.1
squirrel,mountain,0.1
squirrel,area,0.1
squirrel,europe,0.1
squirrel,north,0.1
squirrel,america,0.1
squirrel,northwest,0.1
squirrel,asia,0.1
squirrel,pakistan,0.1
squirrel,india,0.1
northwest,marmot,0.1
northwest,type,0.1
northwest,squirrel,0.1
northwest,mountain,0.1
northwest,area,0.1
northwest,europe,0.1
northwest,north,0.1
northwest,america,0.1
northwest,asia,0.1
northwest,pakistan,0.1
northwest,india,0.1
pakistan,marmot,0.1
pakistan,type,0.1
pakistan,squirrel,0.1
pakistan,mountain,0.1
pakistan,area,0.1
pakistan,europe,0.1
pakistan,north,0.1
pakistan,america,0.1
pakistan,northwest,0.1
pakistan,asia,0.1
pakistan,india,0.1
india,marmot,0.1
india,type,0.1
india,squirrel,0.1
india,mountain,0.1
india,area,0.1
india,europe,0.1
india,north,0.1
india,america,0.1
india,northwest,0.1
india,asia,0.1
india,pakistan,0.1
mastiff,dog,0.1
mastiff,hair,0.1
husky,dog,0.1
husky,fur,0.1
husky,sledge,0.1
husky,snow,0.1
sledge,husky,0.1
sledge,dog,0.1
sledge,fur,0.1
sledge,snow,0.1
snow,husky,0.1
snow,dog,0.1
snow,fur,0.1
snow,sledge,0.1
hare,animal,0.1
hare,rabbit,0.1
hare,ear,0.1
sheep,collie,0.1
sheep,breed,0.1
sheep,dog,0.1
sheep,hair,0.1
sheep,farm,0.15
sheep,animal,0.15
sheep,wool,0.15
sheep,grass,0.1
sheep,skin,0.1
sheep,meat,0.15
sheep,goat,0.1
sheep,horn,0.1
sheep,beard,0.1
sheep,mountain,0.1
sheep,milk,0.1
beard,goat,0.1
beard,animal,0.1
beard,sheep,0.1
beard,horn,0.1
beard,mountain,0.1
beard,farm,0.1
beard,milk,0.1
beard,meat,0.1
beard,wool,0.1
farm,turkey,0.1
farm,bird,0.15
farm,meat,0.35
farm,chicken,0.1
farm,type,0.1
farm,egg,0.1
farm,pig,0.1
farm,pink,0.1
farm,animal,0.25
farm,leg,0.1
farm,tail,0.1
farm,cow,0.1
farm,milk,0.15
farm,sheep,0.15
farm,wool,0.15
farm,grass,0.1
farm,skin,0.1
farm,goat,0.1
farm,horn,0.1
farm,beard,0.1
farm,mountain,0.1
wool,sheep,0.15
wool,farm,0.15
wool,animal,0.15
wool,grass,0.1
wool,skin,0.1
wool,meat,0.15
wool,goat,0.1
wool,horn,0.1
wool,beard,0.1
wool,mountain,0.1
wool,milk,0.1
grass,deer,0.1
grass,animal,0.15
grass,leg,0.1
grass,leave,0.1
grass,male,0.1
grass,antler,0.1
grass,horn,0.1
grass,branch,0.1
grass,female,0.1
grass,hind,0.1
grass,doe,0.1
grass,stag,0.1
grass,buck,0.1
grass,sheep,0.1
grass,farm,0.1
grass,wool,0.1
grass,skin,0.1
grass,meat,0.1
pig,pink,0.1
pig,farm,0.1
pig,animal,0.1
pig,leg,0.1
pig,tail,0.1
pig,meat,0.1
pink,pig,0.1
pink,farm,0.1
pink,animal,0.1
pink,leg,0.1
pink,tail,0.1
pink,meat,0.1
parrot,bird,0.1
parrot,beak,0.1
parrot,pet,0.1
parrot,voice,0.1
voice,parrot,0.1
voice,bird,0.1
voice,beak,0.1
voice,pet,0.1
bear,fur,0.15
bear,arctic,0.1
bear,mammal,0.1
bear,coat,0.1
bear,part,0.1
bear,europe,0.1
bear,asia,0.1
bear,north,0.1
bear,america,0.1
coat,bear,0.1
coat,mammal,0.1
coat,fur,0.1
coat,part,0.1
coat,europe,0.1
coat,asia,0.1
coat,north,0.1
coat,america,0.1
collie,breed,0.1
collie,dog,0.1
collie,hair,0.1
collie,sheep,0.1
chinchilla,animal,0.1
chinchilla,pet,0.1
chinchilla,fur,0.1
cicada,insect,0.1
cicada,country,0.1
cicada,sound,0.1
sound,hyena,0.1
sound,animal,0.1
sound,africa,0.1
sound,asia,0.1
sound,dog,0.1
sound,hunt,0.1
sound,group,0.1
sound,laugh,0.1
sound,cicada,0.1
sound,insect,0.1
sound,country,0.1
coati,animal,0.1
coati,nose,0.1
coati,tail,0.1
coati,ring,0.1
coati,south,0.1
coati,america,0.1
nose,possum,0.1
nose,marsupial,0.1
nose,australia,0.1
nose,new,0.1
nose,zealand,0.1
nose,tree,0.1
nose,fur,0.1
nose,tail,0.15
nose,rhinocero,0.1
nose,animal,0.15
nose,africa,0.1
nose,asia,0.15
nose,horn,0.15
nose,moose,0.1
nose,type,0.1
nose,deer,0.1
nose,forest,0.1
nose,north,0.1
nose,america,0.2
nose,northern,0.1
nose,europe,0.1
nose,elephant,0.1
nose,mammal,0.1
nose,trunk,0.1
nose,thing,0.1
nose,crocodile,0.15
nose,reptile,0.15
nose,skin,0.15
nose,river,0.15
nose,lake,0.15
nose,part,0.15
nose,world,0.1
nose,alligator,0.15
nose,china,0.1
nose,coati,0.1
nose,ring,0.1
nose,south,0.1
ring,raccoon,0.1
ring,animal,0.15
ring,mark,0.1
ring,face,0.1
ring,tail,0.15
ring,coati,0.1
ring,nose,0.1
ring,south,0.1
ring,america,0.1
cuckoo,bird,0.1
cuckoo,note,0.1
cuckoo,call,0.1
cuckoo,name,0.1
cuckoo,cuckoos,0.1
cuckoo,egg,0.1
cuckoo,nest,0.1
note,cuckoo,0.1
note,bird,0.1
note,call,0.1
note,name,0.1
note,cuckoos,0.1
note,egg,0.1
note,nest,0.1
call,cuckoo,0.1
call,bird,0.1
call,note,0.1
call,name,0.1
call,cuckoos,0.1
call,egg,0.1
call,nest,0.1
name,cuckoo,0.1
name,bird,0.1
name,note,0.1
name,call,0.1
name,cuckoos,0.1
name,egg,0.1
name,nest,0.1
cuckoos,cuckoo,0.1
cuckoos,bird,0.1
cuckoos,note,0.1
cuckoos,call,0.1
cuckoos,name,0.1
cuckoos,egg,0.1
cuckoos,nest,0.1
egg,temperature,0.1
egg,room,0.1
egg,ingredient,0.1
egg,boiling,0.1
egg,liquid,0.1
egg,quenelle,0.1
egg,quantity,0.1
egg,mixture,0.1
egg,fish,0.25
egg,meat,0.2
egg,binding,0.1
egg,shape,0.1
egg,oeuf,0.1
egg,term,0.1
egg,liaison,0.1
egg,agent,0.1
egg,cream,0.1
egg,yolk,0.1
egg,soup,0.15
egg,sauce,0.1
egg,croquette,0.1
egg,round,0.1
egg,roll,0.1
egg,vegetable,0.1
egg,breadcrumb,0.1
egg,consommé,0.1
egg,type,0.2
egg,stock,0.1
egg,process,0.1
egg,white,0.1
egg,trout,0.1
egg,river,0.2
egg,lake,0.1
egg,sea,0.15
egg,return,0.1
egg,food,0.1
egg,platypus,0.1
egg,beak,0.1
egg,reptile,0.1
egg,animal,0.1
egg,heat,0.1
egg,sun,0.1
egg,blood,0.1
egg,chicken,0.1
egg,bird,0.15
egg,farm,0.1
egg,chinook,0.1
egg,salmon,0.1
egg,cuckoo,0.1
egg,note,0.1
egg,call,0.1
egg,name,0.1
egg,cuckoos,0.1
egg,nest,0.1
nest,cuckoo,0.1
nest,bird,0.1
nest,note,0.1
nest,call,0.1
nest,name,0.1
nest,cuckoos,0.1
nest,egg,0.1
dalmatian,dog,0.1
dalmatian,fur,0.1
dalmatian,spot,0.1
eagle,bird,0.1
eagle,beak,0.1
eagle,meat,0.1
beetle,ladybug,0.1
beetle,spot,0.1
beetle,insect,0.1
beetle,shell,0.1
beetle,like,0.1
beetle,back,0.1
like,beetle,0.1
like,insect,0.1
like,shell,0.1
like,back,0.1
butterfly,kipper,0.1
butterfly,herring,0.1
butterfly,fashion,0.1
butterfly,tail,0.1
butterfly,head,0.1
butterfly,caterpillar,0.1
butterfly,animal,0.1
butterfly,leg,0.1
butterfly,leave,0.1
butterfly,plant,0.1
butterfly,moth,0.1
butterfly,type,0.1
butterfly,insect,0.1
butterfly,wing,0.1
chinook,fish,0.1
chinook,type,0.1
chinook,salmon,0.1
chinook,sea,0.1
chinook,river,0.1
chinook,egg,0.1
salmon,chinook,0.1
salmon,fish,0.1
salmon,type,0.1
salmon,sea,0.1
salmon,river,0.1
salmon,egg,0.1
pair,crab,0.1
pair,sea,0.1
pair,creature,0.1
pair,leg,0.15
pair,body,0.15
pair,shell,0.1
pair,flesh,0.1
pair,food,0.1
pair,insect,0.1
pair,type,0.1
pair,animal,0.1
pair,part,0.1
pair,wing,0.1
cayman,animal,0.1
cayman,alligator,0.1
alligator,crocodile,0.15
alligator,reptile,0.15
alligator,skin,0.15
alligator,river,0.15
alligator,lake,0.15
alligator,part,0.15
alligator,world,0.1
alligator,nose,0.15
alligator,america,0.1
alligator,china,0.1
alligator,cayman,0.1
alligator,animal,0.1
caribou,reindeer,0.1
reindeer,type,0.1
reindeer,deer,0.1
reindeer,horn,0.1
reindeer,part,0.1
reindeer,europe,0.1
reindeer,asia,0.1
reindeer,north,0.1
reindeer,america,0.1
reindeer,caribou,0.1
carp,fish,0.1
carp,lake,0.1
carp,river,0.1
lake,swan,0.1
lake,bird,0.1
lake,neck,0.1
lake,river,0.35
lake,trout,0.1
lake,fish,0.2
lake,sea,0.1
lake,return,0.1
lake,egg,0.1
lake,food,0.1
lake,catfish,0.1
lake,head,0.1
lake,hair,0.1
lake,mouth,0.1
lake,crocodile,0.15
lake,reptile,0.15
lake,skin,0.15
lake,part,0.15
lake,world,0.1
lake,alligator,0.15
lake,nose,0.15
lake,america,0.1
lake,china,0.1
lake,carp,0.1
caterpillar,animal,0.1
caterpillar,leg,0.1
caterpillar,leave,0.1
caterpillar,plant,0.1
caterpillar,butterfly,0.1
caterpillar,moth,0.1
leave,koala,0.1
leave,mammal,0.1
leave,fur,0.1
leave,eucalyptus,0.1
leave,tree,0.1
leave,deer,0.1
leave,animal,0.15
leave,leg,0.15
leave,grass,0.1
leave,male,0.1
leave,antler,0.1
leave,horn,0.1
leave,branch,0.1
leave,female,0.1
leave,hind,0.1
leave,doe,0.1
leave,stag,0.1
leave,buck,0.1
leave,caterpillar,0.1
leave,plant,0.1
leave,butterfly,0.1
leave,moth,0.1
plant,xylitol,0.1
plant,alcohol,0.1
plant,fruit,0.1
plant,vegetable,0.1
plant,sugar,0.1
plant,substitute,0.1
plant,gum,0.1
plant,mint,0.1
plant,candy,0.1
plant,tortoise,0.1
plant,animal,0.15
plant,shell,0.1
plant,head,0.1
plant,leg,0.15
plant,protection,0.1
plant,winter,0.1
plant,caterpillar,0.1
plant,leave,0.1
plant,butterfly,0.1
plant,moth,0.1
